epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,636.68,0.94672,2.07146,1.59165,1.06523,0,0.55647,0.38029,0.37081,0.27147,0.55072,0.37303,0.35927,0.23496,0.89514,1.95931,1.20204,0.99855,0,0.0099982,0.00333273,0.0099982,0.00333273,0.0099982,0.00333273,0.0099982,0.00333273
2,1087.62,0.97641,2.03037,1.39405,1.05645,0,0.54233,0.39851,0.39702,0.28787,0.5394,0.39225,0.3862,0.25719,0.90876,1.94077,1.16631,1.02549,0,0.0196022,0.00653408,0.0196022,0.00653408,0.0196022,0.00653408,0.0196022,0.00653408
3,1489.2,1.03966,2.13183,1.46526,1.08729,0,0.55357,0.3744,0.3696,0.26813,0.54035,0.36384,0.35541,0.23781,0.92778,2.00892,1.20372,1.04092,0,0.0288103,0.00960342,0.0288103,0.00960342,0.0288103,0.00960342,0.0288103,0.00960342
4,1876.81,1.03571,2.1122,1.43966,1.08622,0,0.53829,0.41653,0.41731,0.30438,0.52686,0.41036,0.40126,0.26851,0.87646,1.8958,1.10593,1.00681,0,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
5,2263.48,0.97102,1.99885,1.33437,1.05662,0,0.61269,0.43655,0.46135,0.34271,0.60692,0.42168,0.43548,0.29963,0.8225,1.79341,1.02112,0.98398,0,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
6,2651.59,0.93271,1.92676,1.27756,1.03897,0,0.5643,0.46104,0.47866,0.35779,0.57216,0.43881,0.46222,0.30948,0.79343,1.75061,0.98224,0.97036,0,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
7,3039.08,0.9041,1.88053,1.23458,1.02674,0,0.52956,0.51356,0.49447,0.37779,0.52167,0.49903,0.48139,0.32857,0.76827,1.71505,0.95251,0.95873,0,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
8,3425.95,0.88527,1.84232,1.20287,1.01799,0,0.67476,0.47071,0.51976,0.39731,0.65822,0.46459,0.50386,0.34727,0.74841,1.67395,0.91754,0.9459,0,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
9,3813.78,0.86945,1.81303,1.17831,1.01109,0,0.61789,0.49952,0.52898,0.40407,0.62105,0.48171,0.51063,0.35331,0.73453,1.64221,0.89342,0.93944,0,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
10,4199.79,0.85755,1.78541,1.15208,1.00518,0,0.61037,0.50373,0.53808,0.41399,0.60359,0.48752,0.52236,0.36104,0.72388,1.61224,0.87142,0.92985,0,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
11,4586.12,0.8459,1.76333,1.1348,1.00009,0,0.61405,0.53335,0.55525,0.42823,0.60457,0.52075,0.53623,0.37203,0.714,1.60025,0.85194,0.92679,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,4972.74,0.8378,1.74994,1.12342,0.99612,0,0.65142,0.51515,0.55859,0.43337,0.64909,0.49882,0.53936,0.37526,0.70853,1.58428,0.82788,0.92432,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,5359.99,0.82954,1.73629,1.11018,0.99263,0,0.62173,0.54253,0.56523,0.43836,0.61395,0.5255,0.5463,0.38292,0.70315,1.57121,0.83013,0.92139,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,5745.72,0.82051,1.71816,1.09137,0.98914,0,0.62602,0.53481,0.56864,0.44224,0.62017,0.51652,0.54955,0.38331,0.69657,1.55796,0.81661,0.91989,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,6131.6,0.81232,1.70527,1.08151,0.98581,0,0.60392,0.54442,0.56894,0.44309,0.63257,0.51218,0.54954,0.38558,0.69061,1.5557,0.80791,0.91639,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,6519.16,0.80706,1.69521,1.07246,0.98311,0,0.62915,0.53652,0.57611,0.4522,0.62051,0.525,0.55894,0.39181,0.68506,1.54672,0.80417,0.91385,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,6904.69,0.80377,1.68167,1.06078,0.97965,0,0.61872,0.54564,0.57981,0.45569,0.62967,0.51813,0.56171,0.39321,0.68219,1.54305,0.79905,0.91271,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,7290.27,0.79877,1.67367,1.05216,0.97856,0,0.63266,0.54386,0.58301,0.46083,0.6312,0.52899,0.56704,0.39653,0.67907,1.5374,0.79143,0.91052,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,7677.38,0.79089,1.65799,1.04004,0.97522,0,0.66077,0.53479,0.58674,0.46197,0.64963,0.52385,0.56826,0.40021,0.67455,1.52781,0.78678,0.90785,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,8064.26,0.7859,1.63825,1.02861,0.9727,0,0.66069,0.54106,0.58561,0.46172,0.64357,0.53312,0.56846,0.39924,0.67303,1.52021,0.78329,0.90729,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,8449.57,0.78306,1.63491,1.02565,0.97207,0,0.66384,0.54015,0.58883,0.46534,0.652,0.5278,0.57176,0.40096,0.67103,1.51886,0.78055,0.90658,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,8836.12,0.7779,1.62798,1.01427,0.96928,0,0.666,0.5445,0.59237,0.46838,0.64076,0.53632,0.57333,0.40336,0.67074,1.51449,0.77795,0.90648,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,9223.26,0.77599,1.62384,1.00949,0.96903,0,0.66859,0.54783,0.59591,0.47114,0.65469,0.53292,0.57562,0.40638,0.66902,1.51333,0.77594,0.90583,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,9610.53,0.76875,1.61105,0.99916,0.96515,0,0.66683,0.55033,0.59884,0.47492,0.66314,0.5305,0.57837,0.40836,0.66827,1.50919,0.77252,0.90552,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,9996.67,0.76412,1.60057,0.99273,0.96279,0,0.67129,0.54993,0.60132,0.47798,0.6591,0.53012,0.58229,0.41122,0.66597,1.50696,0.7703,0.90413,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,10383.2,0.76024,1.58797,0.98403,0.96164,0,0.66775,0.55033,0.60428,0.48134,0.65602,0.53247,0.58399,0.41371,0.66446,1.50348,0.76834,0.90361,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,10769.9,0.75621,1.58351,0.97264,0.96029,0,0.68056,0.54859,0.60637,0.48255,0.71181,0.5279,0.58523,0.41452,0.6625,1.50197,0.76515,0.90276,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,11156.3,0.75371,1.57381,0.96943,0.95855,0,0.68316,0.5492,0.60791,0.48469,0.71395,0.52929,0.58739,0.41627,0.66077,1.49838,0.76216,0.90169,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,11542.5,0.74835,1.56151,0.96142,0.95635,0,0.67607,0.55451,0.60948,0.48571,0.66276,0.53982,0.59013,0.41801,0.65883,1.49603,0.76056,0.90075,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,11929.7,0.74454,1.56127,0.95588,0.95548,0,0.68186,0.55462,0.61428,0.48902,0.67538,0.53917,0.5937,0.42098,0.65728,1.49377,0.75842,0.89983,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,12316.6,0.74045,1.54429,0.94842,0.95351,0,0.67721,0.56352,0.61741,0.49252,0.66818,0.54792,0.59762,0.42359,0.65668,1.49131,0.75611,0.89953,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,12703.9,0.73811,1.54066,0.93815,0.95131,0,0.63779,0.56471,0.61661,0.49254,0.66148,0.54865,0.59718,0.42402,0.65563,1.4887,0.75396,0.89892,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,13089.3,0.73462,1.52943,0.9324,0.95131,0,0.62307,0.57522,0.61722,0.4941,0.60605,0.55956,0.59695,0.42523,0.65428,1.4861,0.75131,0.8984,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,13475.6,0.72838,1.51886,0.9269,0.94835,0,0.6265,0.57398,0.62009,0.49633,0.61126,0.55668,0.59865,0.42692,0.65245,1.48368,0.74892,0.89761,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,13860.8,0.72518,1.5126,0.91556,0.94698,0,0.62484,0.57838,0.62058,0.49711,0.60683,0.56212,0.59961,0.42766,0.65163,1.47977,0.74657,0.89692,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,14248.5,0.72006,1.50129,0.91054,0.94573,0,0.62471,0.58307,0.62503,0.50119,0.60999,0.56652,0.60491,0.43122,0.65024,1.47782,0.74466,0.89632,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,14634.9,0.71486,1.49201,0.89976,0.94275,0,0.63179,0.58301,0.62596,0.5023,0.61559,0.56398,0.60535,0.4314,0.64841,1.47441,0.74199,0.8953,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,15020.9,0.71087,1.47965,0.89264,0.94141,0,0.67258,0.58505,0.62889,0.50455,0.6536,0.56642,0.6077,0.43396,0.64718,1.47278,0.73986,0.89489,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,15407.7,0.70708,1.47429,0.88756,0.94041,0,0.68178,0.58924,0.63162,0.50623,0.66519,0.56791,0.61151,0.43504,0.64689,1.47007,0.738,0.89481,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,15795,0.70545,1.46921,0.87655,0.93853,0,0.67969,0.59008,0.63323,0.5073,0.65913,0.57069,0.61119,0.43652,0.64639,1.4671,0.73685,0.89478,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,16182.9,0.69564,1.45188,0.76217,0.9216,0,0.66602,0.59712,0.63228,0.50678,0.66073,0.57263,0.61041,0.43559,0.64633,1.46513,0.73501,0.89521,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,16569,0.68506,1.42934,0.74399,0.91599,0,0.68548,0.59167,0.63543,0.51082,0.6677,0.57344,0.61398,0.4389,0.64572,1.46257,0.73367,0.89495,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,16956.8,0.68157,1.41791,0.72946,0.91445,0,0.68198,0.5956,0.64062,0.51511,0.66292,0.57774,0.61927,0.44255,0.6454,1.46145,0.73236,0.8948,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,17342.7,0.67526,1.39992,0.71776,0.91097,0,0.68837,0.5984,0.64191,0.51616,0.66992,0.58081,0.6214,0.44413,0.6449,1.46121,0.73081,0.89439,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,17729,0.66879,1.38517,0.70178,0.90899,0,0.70214,0.59602,0.64417,0.51875,0.684,0.57978,0.62306,0.44563,0.64449,1.46027,0.73014,0.89405,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,18114.3,0.66078,1.3691,0.6879,0.90518,0,0.71259,0.59044,0.64796,0.52131,0.695,0.57646,0.62715,0.44974,0.64431,1.45989,0.72914,0.89353,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,18499.4,0.65633,1.3572,0.67426,0.90273,0,0.70628,0.59189,0.65069,0.52366,0.70484,0.57193,0.63054,0.45214,0.64385,1.45847,0.72826,0.89323,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,18886,0.6493,1.34162,0.66095,0.90029,0,0.66213,0.59608,0.65329,0.52656,0.64436,0.58241,0.63311,0.45403,0.64356,1.45812,0.72748,0.89311,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,19272.1,0.64461,1.32382,0.64844,0.89888,0,0.64905,0.60622,0.65457,0.52667,0.64351,0.58882,0.63392,0.4546,0.643,1.45814,0.72661,0.89255,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,19658,0.63826,1.31495,0.63821,0.89622,0,0.64645,0.61137,0.65713,0.52854,0.63544,0.5906,0.63455,0.4574,0.64274,1.45751,0.72576,0.89234,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
